timestamp,consumption_kwh
2012-02-01 18:00:00,0.734
2012-02-01 18:00:00,0.676
2012-02-01 18:00:00,1.341
2012-02-01 18:00:00,1.454
2012-02-01 18:00:00,1.216
2012-02-01 18:00:00,1.994
2012-02-01 18:00:00,0.916
2012-02-01 18:00:00,0.497
2012-02-01 18:00:00,2.166
2012-02-01 18:00:00,1.361
2012-02-01 18:30:00,1.574
2012-02-01 18:30:00,0.701
2012-02-01 18:30:00,2.383
2012-02-01 18:30:00,1.962
2012-02-01 18:30:00,1.497
2012-02-01 18:30:00,1.004
2012-02-01 18:30:00,0.6
2012-02-01 18:30:00,0.66
2012-02-01 18:30:00,0.4
2012-02-01 18:30:00,1.894
2012-02-01 19:00:00,1.064
2012-02-01 19:00:00,1.502
2012-02-01 19:00:00,0.762
2012-02-01 19:00:00,1.617
2012-02-01 19:00:00,1.71
2012-02-01 19:00:00,0.544
2012-02-01 19:00:00,1.131
2012-02-01 19:00:00,0.797
2012-02-01 19:00:00,3.041
2012-02-01 19:00:00,1.644
2012-02-01 19:30:00,1.06
2012-02-01 19:30:00,0.534
2012-02-01 19:30:00,1.435
2012-02-01 19:30:00,2.837
2012-02-01 19:30:00,3.171
2012-02-01 19:30:00,1.834
2012-02-01 19:30:00,2.842
2012-02-01 19:30:00,1.686
2012-02-01 19:30:00,1.419
2012-02-01 19:30:00,2.563
2012-02-01 20:00:00,1.267
2012-02-01 20:00:00,1.022
2012-02-01 20:00:00,1.156
2012-02-01 20:00:00,1.422
2012-02-01 20:00:00,0.794
2012-02-01 20:00:00,1.763
2012-02-01 20:00:00,0.744
2012-02-01 20:00:00,0.505
2012-02-01 20:00:00,1.764
2012-02-01 20:00:00,3.905
2012-02-01 20:30:00,1.064
2012-02-01 20:30:00,0.502
2012-02-01 20:30:00,1.378
2012-02-01 20:30:00,1.884
2012-02-01 20:30:00,0.86
2012-02-01 20:30:00,1.53
2012-02-01 20:30:00,0.796
2012-02-01 20:30:00,1.131
2012-02-01 20:30:00,1.029
2012-02-01 20:30:00,0.946
2012-02-01 21:00:00,1.499
2012-02-01 21:00:00,0.945
2012-02-01 21:00:00,1.047
2012-02-01 21:00:00,0.882
2012-02-01 21:00:00,2.312
2012-02-01 21:00:00,0.601
2012-02-01 21:00:00,0.773
2012-02-01 21:00:00,1.041
2012-02-01 21:00:00,0.752
2012-02-01 21:00:00,1.521
2012-02-01 21:30:00,0.929
2012-02-01 21:30:00,0.872
2012-02-01 21:30:00,1.866
2012-02-01 21:30:00,0.5
2012-02-01 21:30:00,1.009
2012-02-01 21:30:00,0.772
2012-02-01 21:30:00,0.585
2012-02-01 21:30:00,1.041
2012-02-01 21:30:00,1.331
2012-02-01 21:30:00,0.985
2012-02-01 22:00:00,0.798
2012-02-01 22:00:00,0.32
2012-02-01 22:00:00,1.042
2012-02-01 22:00:00,0.938
2012-02-01 22:00:00,1.847
2012-02-01 22:00:00,1.328
2012-02-01 22:00:00,1.563
2012-02-01 22:00:00,0.779
2012-02-01 22:00:00,0.504
2012-02-01 22:00:00,0.677
2012-02-01 22:30:00,0.945
2012-02-01 22:30:00,0.757
2012-02-01 22:30:00,0.895
2012-02-01 22:30:00,0.721
2012-02-01 22:30:00,1.503
2012-02-01 22:30:00,0.69
2012-02-01 22:30:00,1.016
2012-02-01 22:30:00,0.498
2012-02-01 22:30:00,0.964
2012-02-01 22:30:00,0.657
2012-02-01 23:00:00,1.411
2012-02-01 23:00:00,0.945
2012-02-01 23:00:00,0.637
2012-02-01 23:00:00,0.585
2012-02-01 23:00:00,0.729
2012-02-01 23:00:00,1.128
2012-02-01 23:00:00,0.426
2012-02-01 23:00:00,0.896
2012-02-01 23:00:00,0.661
2012-02-01 23:00:00,0.7
2012-02-01 23:30:00,0.59
2012-02-01 23:30:00,0.855
2012-02-01 23:30:00,0.627
2012-02-01 23:30:00,0.836
2012-02-01 23:30:00,0.285
2012-02-01 23:30:00,0.526
2012-02-01 23:30:00,1.231
2012-02-01 23:30:00,0.558
2012-02-01 23:30:00,1.315
2012-02-01 23:30:00,1.033
2012-02-02 00:00:00,0.559
2012-02-02 00:00:00,0.615
2012-02-02 00:00:00,1.612
2012-02-02 00:00:00,0.281
2012-02-02 00:00:00,0.485
2012-02-02 00:00:00,0.64
2012-02-02 00:00:00,0.247
2012-02-02 00:00:00,0.533
2012-02-02 00:00:00,0.62
2012-02-02 00:00:00,0.606
2012-02-02 00:30:00,0.168
2012-02-02 00:30:00,0.294
2012-02-02 00:30:00,0.757
2012-02-02 00:30:00,0.258
2012-02-02 00:30:00,0.637
2012-02-02 00:30:00,0.412
2012-02-02 00:30:00,0.177
2012-02-02 00:30:00,0.69
2012-02-02 00:30:00,0.419
2012-02-02 00:30:00,0.596
2012-02-02 01:00:00,0.259
2012-02-02 01:00:00,0.408
2012-02-02 01:00:00,0.988
2012-02-02 01:00:00,0.562
2012-02-02 01:00:00,0.524
2012-02-02 01:00:00,0.578
2012-02-02 01:00:00,0.236
2012-02-02 01:00:00,0.364
2012-02-02 01:00:00,0.146
2012-02-02 01:00:00,0.202
2012-02-02 01:30:00,0.344
2012-02-02 01:30:00,0.206
2012-02-02 01:30:00,0.408
2012-02-02 01:30:00,0.258
2012-02-02 01:30:00,0.592
2012-02-02 01:30:00,0.491
2012-02-02 01:30:00,0.183
2012-02-02 01:30:00,0.232
2012-02-02 01:30:00,0.135
2012-02-02 01:30:00,0.505
2012-02-02 02:00:00,0.321
2012-02-02 02:00:00,0.165
2012-02-02 02:00:00,0.156
2012-02-02 02:00:00,0.259
2012-02-02 02:00:00,0.09
2012-02-02 02:00:00,0.355
2012-02-02 02:00:00,0.165
2012-02-02 02:00:00,0.401
2012-02-02 02:00:00,0.222
2012-02-02 02:00:00,0.633
2012-02-02 02:30:00,0.353
2012-02-02 02:30:00,0.159
2012-02-02 02:30:00,0.362
2012-02-02 02:30:00,0.265
2012-02-02 02:30:00,0.246
2012-02-02 02:30:00,0.091
2012-02-02 02:30:00,0.209
2012-02-02 02:30:00,0.404
2012-02-02 02:30:00,0.612
2012-02-02 02:30:00,0.236
2012-02-02 03:00:00,0.32
2012-02-02 03:00:00,0.358
2012-02-02 03:00:00,0.41
2012-02-02 03:00:00,0.154
2012-02-02 03:00:00,0.626
2012-02-02 03:00:00,0.104
2012-02-02 03:00:00,0.173
2012-02-02 03:00:00,0.214
2012-02-02 03:00:00,0.331
2012-02-02 03:00:00,0.13
2012-02-02 03:30:00,0.244
2012-02-02 03:30:00,0.138
2012-02-02 03:30:00,0.092
2012-02-02 03:30:00,0.301
2012-02-02 03:30:00,0.415
2012-02-02 03:30:00,0.238
2012-02-02 03:30:00,0.159
2012-02-02 03:30:00,0.381
2012-02-02 03:30:00,0.123
2012-02-02 03:30:00,0.62
2012-02-02 04:00:00,0.16
2012-02-02 04:00:00,0.265
2012-02-02 04:00:00,0.356
2012-02-02 04:00:00,0.19
2012-02-02 04:00:00,0.614
2012-02-02 04:00:00,0.216
2012-02-02 04:00:00,0.143
2012-02-02 04:00:00,0.221
2012-02-02 04:00:00,0.411
2012-02-02 04:00:00,0.259
2012-02-02 04:30:00,0.413
2012-02-02 04:30:00,0.26
2012-02-02 04:30:00,0.336
